No,Name,Pos,PosGroup,Status,Height,Weight,Birthdate,Exp,College,Team,State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,"Street, Devin",WR,wide,ACT,75,200,30-Mar-91,3,Pittsburgh,Colts,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,"Strief, Zach",T,off,ACT,79,320,22-Sep-83,11,Northwestern,Saints,Lousiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,"Strong, Jaelen",WR,wide,RES,74,205,25-Jan-94,2,Arizona State,Texans,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,"Stuckey, Darrell",DB,dback,ACT,71,212,16-Jun-87,7,Kansas,Chargers,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,"Stupar, Nate",ILB,lineb,ACT,74,240,14-Mar-88,4,Penn State,Saints,Lousiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,"Su'a-Filo, Xavier",G,off,ACT,76,320,01-Jan-91,3,UCLA,Texans,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,"Succop, Ryan",K,kick,ACT,74,218,19-Sep-86,8,South Carolina,Titans,Tennessee ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"Sudfeld, Nate",QB,other,ACT,78,235,07-Oct-93,0,Indiana,Redskins,DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,"Suggs, Terrell",OLB,lineb,ACT,75,265,11-Oct-82,14,Arizona State,Ravens,Maryland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,"Suh, Ndamukong",DT,def,ACT,76,305,06-Jan-87,7,Nebraska,Dolphins,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,"Sullivan, John",C,off,ACT,76,310,08-Aug-85,8,Notre Dame,Redskins,DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,"Sundberg, Nick",LS,other,ACT,72,245,29-Jul-87,7,California,Redskins,DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,"Sunseri, Vinnie",DB,dback,ACT,72,210,25-Oct-91,3,Alabama,49ers,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,"Supernaw, Phillip",TE,tight,ACT,77,248,30-Jan-90,3,Ouachita Baptist,Titans,Tennessee ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,"Sutton, Will",NT,def,RES,72,297,03-Oct-91,3,Arizona State,Bears,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,"Swaim, Geoff",TE,tight,RES,76,260,16-Sep-93,2,Texas,Cowboys,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,"Swann, Damian",CB,dback,RES,72,189,04-Dec-92,2,Georgia,Saints,Lousiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,"Swanson, Travis",C,off,ACT,77,304,30-Jan-91,3,Arkansas,Lions,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,"Swearinger, D.J.",FS,dback,ACT,70,205,12-Feb-89,4,South Carolina,Cardinals,Arizona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,"Swearinger, D.J.",FS,dback,ACT,70,205,12-Feb-89,4,South Carolina,Eagles,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,"Sweezy, J.R.",OG,other,PUP,77,298,08-Apr-89,5,North Carolina State,Buccaneers,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,"Swoope, Erik",TE,tight,ACT,77,257,08-May-92,1,Miami (Fla.),Colts,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,"Taliaferro, Lorenzo",RB,run,RES,72,225,23-Dec-91,3,Coastal Carolina,Ravens,Maryland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,"Talib, Aqib",CB,dback,ACT,73,205,13-Feb-86,9,Kansas,Broncos,Colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,"Tamme, Jacob",TE,tight,RES,75,230,15-Mar-85,9,Kentucky,Falcons,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,"Tandy, Keith",SS,dback,ACT,70,205,12-Feb-89,5,West Virginia,Buccaneers,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,"Tannehill, Ryan",QB,other,ACT,76,216,27-Jul-88,5,Texas A&M,Dolphins,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,"Tanney, Alex",QB,other,ACT,76,220,11-Nov-87,2,Monmouth (Ill.),Titans,Tennessee ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,"Tapp, Darryl",DE,def,ACT,73,270,13-Sep-84,11,Virginia Tech,Saints,Lousiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,"Tapper, Charles",DE,def,RES,74,271,07-May-93,0,Oklahoma,Cowboys,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,"Tartt, Jaquiski",FS,dback,ACT,73,221,18-Feb-92,2,Samford,49ers,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"Tate, Brandon",WR,wide,ACT,73,195,05-Oct-87,8,North Carolina,Bills,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"Tate, Golden",WR,wide,ACT,70,197,02-Aug-88,7,Notre Dame,Lions,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,"Taylor, Devin",DE,def,ACT,79,275,15-Nov-89,4,South Carolina,Lions,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,"Taylor, Jamar",CB,dback,ACT,71,192,29-Sep-90,4,Boise State,Browns,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,"Taylor, Jordan",WR,wide,ACT,77,210,18-Feb-92,1,Rice,Broncos,Colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,"Taylor, Lane",G,off,ACT,75,324,22-Nov-89,4,Oklahoma State,Packers,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,"Taylor, Stepfan",RB,run,ACT,69,216,09-Jun-91,4,Stanford,Cardinals,Arizona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,"Taylor, Stepfan",RB,run,ACT,69,216,09-Jun-91,4,Stanford,Eagles,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,"Taylor, Tyrod",QB,other,ACT,73,215,03-Aug-89,6,Virginia Tech,Bills,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,"Telfer, Randall",TE,tight,ACT,75,250,16-May-92,1,USC,Browns,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,"Te'o, Manti",ILB,lineb,RES,73,241,26-Jan-91,4,Notre Dame,Chargers,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,"Terrell, Steven",FS,dback,ACT,70,197,21-Sep-90,4,Texas A&M,Seahawks,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,"Therezie, Robenson",FS,dback,ACT,69,212,05-Aug-91,2,Auburn,Saints,Lousiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,"Theus, John",OT,other,ACT,78,303,19-Jan-94,0,Georgia,49ers,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,"Thielen, Adam",WR,wide,ACT,74,200,22-Aug-90,3,Minnesota State,Vikings,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,"Thomas, Cam",DT,def,ACT,76,335,12-Dec-86,7,North Carolina,Rams,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"Thomas, De'Anthony",WR,wide,ACT,68,176,05-Jan-93,3,Oregon,Chiefs,Missouri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,"Thomas, Demaryius",WR,wide,ACT,75,229,25-Dec-87,7,Georgia Tech,Broncos,Colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,"Thomas, Earl",FS,dback,RES,70,202,07-May-89,7,Texas,Seahawks,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,"Thomas, J.T.",OLB,lineb,RES,73,236,15-Aug-88,6,West Virginia,Giants,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,"Thomas, Joe",T,off,ACT,78,312,04-Dec-84,10,Wisconsin,Browns,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,"Thomas, Joe",ILB,lineb,ACT,73,227,06-May-91,2,South Carolina State,Packers,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,"Thomas, Julius",TE,tight,RES,77,256,27-Jun-88,6,Portland State,Jaguars,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,"Thomas, Lawrence",DE,def,RES,75,286,16-Apr-93,0,Michigan State,Jets,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,"Thomas, Logan",QB,other,ACT,78,250,01-Jul-91,2,Virginia Tech,Bills,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"Thomas, Michael",WR,wide,ACT,75,212,03-Mar-93,0,Ohio State,Saints,Lousiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,"Thomas, Michael",FS,dback,ACT,71,193,17-Mar-90,4,Stanford,Dolphins,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"Thomas, Mike",WR,wide,ACT,73,200,16-Aug-94,0,Southern Mississippi,Rams,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"Thomas, Phillip",DB,dback,RES,72,223,01-Mar-89,3,Fresno State,Bills,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,"Thomas, Robert",NT,def,ACT,75,325,18-Feb-91,1,Arkansas,Giants,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,"Thomas, Shamarko",SS,dback,RES,69,205,23-Feb-91,4,Syracuse,Steelers,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,"Thompson, Brandon",DT,def,PUP,74,305,19-Oct-89,5,Clemson,Bengals,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,"Thompson, Chris",RB,run,ACT,68,195,20-Oct-90,3,Florida State,Redskins,DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,"Thompson, Darian",FS,dback,RES,73,213,22-Sep-93,0,Boise State,Giants,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"Thompson, Deonte",WR,wide,ACT,72,205,14-Feb-89,4,Florida,Bears,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,"Thompson, Juwan",RB,run,ACT,71,225,13-May-92,3,Duke,Broncos,Colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"Thompson, Mykkele",DB,dback,RES,72,193,22-Apr-93,2,Texas,Giants,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,"Thompson, Peyton",DB,dback,ACT,70,189,26-Sep-90,2,San Jose State,Jaguars,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,"Thornton, Cedric",DT,def,ACT,76,309,21-Jun-88,5,Southern Arkansas,Cowboys,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,"Thornton, Hugh",G,off,RES,75,320,28-Jun-91,4,Illinois,Colts,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,"Thornton, Khyri",DT,def,ACT,75,315,21-Nov-89,3,Southern Mississippi,Lions,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,"Thorpe, Neiko",DB,dback,ACT,73,200,01-Feb-90,4,Auburn,Seahawks,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,"Thuney, Joe",OG,other,ACT,76,305,19-Nov-92,0,North Carolina State,Patriots,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,"Tialavea, D.J.",TE,tight,ACT,76,260,27-Jul-91,3,Utah State,Falcons,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,"Tiller, Andrew",G,off,ACT,76,324,13-Mar-89,4,Syracuse,49ers,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,"Timmons, Lawrence",ILB,lineb,ACT,73,234,14-May-86,10,Florida State,Steelers,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,"Timu, John",ILB,lineb,ACT,72,245,27-Aug-92,2,Washington,Bears,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,"Tinker, Carson",LS,other,ACT,72,239,15-Nov-89,4,Alabama,Jaguars,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,"Todman, Jordan",RB,run,ACT,70,200,24-Feb-90,4,Connecticut,Colts,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,"Toilolo, Levine",TE,tight,ACT,80,265,30-Jul-91,4,Stanford,Falcons,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,"Tolbert, Mike",FB,run,ACT,69,250,23-Nov-85,9,Coastal Carolina,Panthers,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"Toler, Greg",DB,dback,ACT,72,180,02-Jan-85,8,St. Paul's (VA),Redskins,DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"Tolzien, Scott",QB,other,ACT,74,213,04-Sep-87,6,Wisconsin,Colts,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,"Tomlinson, Eric",TE,tight,ACT,78,263,22-Apr-92,1,Texas-El Paso,Jets,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,"Tomlinson, Laken",OG,other,ACT,75,312,09-Feb-92,2,Duke,Lions,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,"Toner, Cole",OG,other,ACT,77,300,13-Mar-94,0,Harvard,Cardinals,Arizona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,"Toner, Cole",OG,other,ACT,77,300,13-Mar-94,0,Harvard,Eagles,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,"Toomer, Korey",ILB,lineb,ACT,74,235,09-Dec-88,3,Idaho,Chargers,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,"Toussaint, Fitzgerald",RB,run,ACT,69,204,04-May-90,3,Michigan,Steelers,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,"Trail, Lynden",LB,lineb,ACT,78,270,19-Mar-91,1,Norfolk State,Redskins,DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,"Trattou, Justin",DE,def,ACT,76,258,28-Aug-88,5,Florida,Vikings,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,"Travis, Ross",TE,tight,ACT,79,235,09-Jan-93,1,Penn State,Chiefs,Missouri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,"Trawick, Brynden",DB,dback,ACT,74,225,23-Oct-89,4,Troy,Raiders,Nevada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,"Treadwell, Laquon",WR,wide,ACT,74,215,14-Jun-95,0,Mississippi,Vikings,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,"Tretola, Sebastian",OG,other,ACT,76,314,01-May-92,0,Arkansas,Titans,Tennessee ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,"Tretter, JC",C,off,RES,76,307,12-Feb-91,4,Cornell,Packers,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,"Trevathan, Danny",ILB,lineb,RES,73,239,24-Mar-90,5,Kentucky,Bears,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,"Trinca-Pasat, Louis",DT,def,RES,73,292,07-Sep-91,1,Iowa,Rams,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,"Tripp, Jordan",OLB,lineb,ACT,76,244,03-Apr-91,3,Montana,Packers,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,"Trufant, Desmond",CB,dback,RES,72,190,10-Sep-90,4,Washington,Falcons,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,"Trusnik, Jason",LB,lineb,ACT,76,252,06-Jun-84,10,Ohio Northern,Saints,Lousiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"Tucker, Justin",K,kick,ACT,73,180,21-Nov-89,5,Texas,Ravens,Maryland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,"Tuerk, Max",C,off,ACT,77,298,27-Jan-94,0,USC,Chargers,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,"Tuitt, Stephon",DE,def,ACT,78,303,23-May-93,3,Notre Dame,Steelers,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,"Tukuafu, Will",FB,run,RES,74,280,03-Jan-84,7,Oregon,Seahawks,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,"Tunsil, Laremy",OG,other,ACT,77,316,02-Aug-94,0,Mississippi,Dolphins,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,"Turbin, Robert",RB,run,ACT,70,225,02-Dec-89,5,Utah State,Colts,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,"Turner, Billy",OG,other,ACT,77,310,17-Oct-91,3,North Dakota State,Broncos,Colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,"Turner, Landon",OG,other,ACT,75,325,15-May-93,0,North Carolina,Saints,Lousiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,"Turner, Trai",G,off,ACT,75,310,14-Jun-93,3,LSU,Panthers,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,"Tye, Will",TE,tight,ACT,74,262,04-Nov-91,2,Stony Brook,Giants,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,"Ume-Ezeoke, Valerian",C,off,RES,75,295,14-Feb-93,1,New Mexico State,Steelers,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,"Unga, Uani'",LB,lineb,RES,73,233,28-Dec-87,2,Brigham Young,Giants,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,"Unger, Max",C,off,ACT,77,305,14-Apr-86,8,Oregon,Saints,Lousiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,"Unrein, Mitch",DE,def,ACT,76,299,25-Mar-87,6,Wyoming,Bears,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,"Upshaw, Courtney",DE,def,ACT,74,272,13-Dec-89,5,Alabama,Falcons,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,"Urban, Brent",DE,def,ACT,79,300,05-May-91,3,Virginia,Ravens,Maryland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,"Urbik, Kraig",C,off,ACT,77,334,23-Sep-85,8,Wisconsin,Dolphins,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,"Urschel, John",OG,other,ACT,75,300,24-Jun-91,3,Penn State,Ravens,Maryland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,"Uzomah, C.J.",TE,tight,ACT,78,265,14-Jan-93,2,Auburn,Bengals,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,"Vaccaro, Kenny",SS,dback,SUS,72,214,15-Feb-91,4,Texas,Saints,Lousiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,"Valentine, Vincent",NT,def,ACT,74,320,23-Feb-94,0,Nebraska,Patriots,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,"Valles, Hakeem",TE,tight,ACT,77,260,23-Nov-92,0,Monmouth (N.J.),Cardinals,Arizona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,"Valles, Hakeem",TE,tight,ACT,77,260,23-Nov-92,0,Monmouth (N.J.),Eagles,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,"Van Noy, Kyle",OLB,lineb,ACT,75,243,19-Jun-90,3,Brigham Young,Patriots,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,"Vannett, Nick",TE,tight,ACT,77,257,06-Mar-93,0,Ohio State,Seahawks,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,"Veldheer, Jared",T,off,RES,80,321,14-Jun-87,7,Hillsdale,Cardinals,Arizona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,"Veldheer, Jared",T,off,RES,80,321,14-Jun-87,7,Hillsdale,Eagles,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,"Vellano, Joe",DT,def,ACT,74,300,30-Oct-88,2,Maryland,Falcons,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,"Vereen, Shane",RB,run,RES,70,205,02-Mar-89,6,California,Giants,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,"Verner, Alterraun",CB,dback,ACT,70,187,13-Dec-88,7,UCLA,Buccaneers,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,"Vernon, Olivier",DE,def,ACT,74,275,07-Oct-90,5,Miami (Fla.),Giants,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"Verrett, Jason",CB,dback,RES,70,188,18-Jun-91,3,Texas Christian,Chargers,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,"Vigil, Nick",ILB,lineb,ACT,74,239,20-Aug-93,0,Utah State,Bengals,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,"Vigil, Zach",OLB,lineb,ACT,74,240,28-Mar-91,2,Utah State,Redskins,DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,"Villanueva, Alejandro",T,off,ACT,81,320,22-Sep-88,2,Army,Steelers,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,"Vinatieri, Adam",K,kick,ACT,72,206,28-Dec-72,21,South Dakota State,Colts,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,"Vitale, Danny",FB,run,ACT,73,239,26-Oct-93,0,Northwestern,Browns,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,"Vollmer, Sebastian",T,off,PUP,80,320,10-Jul-84,8,Houston,Patriots,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,"Vujnovich, Jeremy",OT,other,ACT,77,300,12-Oct-90,1,Louisiana Coll.,Colts,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,"Waddle, LaAdrian",T,off,ACT,78,315,21-Jul-91,4,Texas Tech,Patriots,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,"Wade, Trevin",CB,dback,ACT,70,190,01-Aug-89,5,Arizona,Giants,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,"Wagner, Bobby",MLB,lineb,ACT,72,245,27-Jun-90,5,Utah State,Seahawks,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,"Wagner, Ricky",T,off,ACT,78,310,21-Oct-89,4,Wisconsin,Ravens,Maryland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,"Wake, Cameron",DE,def,ACT,75,263,30-Jan-82,8,Penn State,Dolphins,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,"Walden, Erik",OLB,lineb,ACT,74,250,21-Aug-85,9,Middle Tennessee State,Colts,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,"Walford, Clive",TE,tight,ACT,76,250,01-Oct-91,2,Miami (Fla.),Raiders,Nevada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,"Walker, Delanie",TE,tight,ACT,74,248,12-Aug-84,11,Central Missouri State,Titans,Tennessee ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,"Walker, Josh",OG,other,ACT,77,328,02-Jun-91,2,Middle Tennessee State,Texans,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,"Walker, Tyrunn",DT,def,ACT,75,310,18-Mar-90,5,Tulsa,Lions,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,"Walker, Vance",DE,def,RES,74,305,26-Apr-87,8,Georgia Tech,Broncos,Colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,"Wallace, Aaron",OLB,lineb,ACT,74,242,08-Jul-93,0,UCLA,Titans,Tennessee ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,"Wallace, Cody",C,off,RES,76,296,26-Nov-84,7,Texas A&M,Steelers,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,"Wallace, Mike",WR,wide,ACT,72,205,01-Aug-86,8,Mississippi,Ravens,Maryland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,"Waller, Darren",TE,tight,ACT,78,255,13-Sep-92,2,Georgia Tech,Ravens,Maryland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,"Walters, Bryan",WR,wide,ACT,72,195,04-Nov-87,5,Cornell,Jaguars,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,"Walton, L.T.",DE,def,ACT,77,305,31-Mar-92,2,Central Michigan,Steelers,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,"Ward, Channing",DT,def,ACT,76,279,17-Sep-92,0,Mississippi,Buccaneers,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,"Ward, Jihad",DE,def,ACT,77,297,11-Mar-94,0,Illinois,Raiders,Nevada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
